SISTEMA / TIPO,TAG,FABRICANTE,AC,INVERTER,MODELO,POTENCIA NOMINAL (BTU) ,POTENCIA NOMINAL (W),Potencia elétrica consumida em 1 hora por mes (W),VOLTAGEM (V),POTÊNCIA ELÉTRICA CONSUMIDA,LOCALIZAÇÃO,TIPO_FLUIDO,CENTRO DE CUSTO,UNIDADE,TIPO_CENTRO_DE_CUSTO,CONSUMO_CENARIO_1,CONSUMO_MANHÃ,CONSUMO_TARDE,VALOR_TOTAL
condensadora VRF,COND.VRF-4014,LG,1,1,VRF - Inverter,13483,3949.1707,,220,,Cobertura - Térreo - Sistema A,R410A,AMBULATÓRIO,HMLMB,ASSISTENCIAL,25.66960955,3.9491707,13.82209745,17.77126815
condensadora VRF,COND.VRF-4015,LG,1,1,VRF - Inverter,13483,3949.1707,,220,,Cobertura - Térreo - Sistema B,R410A,AMBULATÓRIO,HMLMB,ASSISTENCIAL,25.66960955,3.9491707,13.82209745,17.77126815
condensadora VRF,COND.VRF-4016,LG,1,1,VRF - Inverter,13483,3949.1707,,220,,Cobertura - 2º Andar - Sistema E,R410A,AMBULATÓRIO,HMLMB,ASSISTENCIAL,25.66960955,3.9491707,13.82209745,17.77126815
K7 - VRF,EVAP.VRF-3904,LG,1,1,K7 - VRF,9500,2782.55,,220,,Térreo - Recepção,R410A,AMBULATÓRIO,HMLMB,ASSISTENCIAL,18.086575,2.78255,9.738925,12.521475
K7 - VRF,EVAP.VRF-3905,LG,1,1,K7 - VRF,13483,3949.1707,,220,,Térreo - Setor C - Espera pediatrica,R410A,AMBULATÓRIO,HMLMB,ASSISTENCIAL,25.66960955,3.9491707,13.82209745,17.77126815
K7 - VRF,EVAP.VRF-3906,LG,1,1,K7 - VRF,13483,3949.1707,,220,,Térreo - Sala de espera lab. 4,R410A,AMBULATÓRIO,HMLMB,ASSISTENCIAL,25.66960955,3.9491707,13.82209745,17.77126815
K7 - VRF,EVAP.VRF-3907,LG,1,1,K7 - VRF,13483,3949.1707,,220,,Térreo - Sala de espera lab. 4,R410A,AMBULATÓRIO,HMLMB,ASSISTENCIAL,25.66960955,3.9491707,13.82209745,17.77126815
K7 - VRF,EVAP.VRF-3908,LG,1,1,K7 - VRF,13483,3949.1707,,220,,Térreo - Lab. sala do café pacientes,R410A,AMBULATÓRIO,HMLMB,ASSISTENCIAL,25.66960955,3.9491707,13.82209745,17.77126815
K7 - VRF,EVAP.VRF-3909,LG,1,1,K7 - VRF,9517,2787.5293,,220,,Térreo - Lab. pré analítica,R410A,AMBULATÓRIO,HMLMB,ASSISTENCIAL,18.11894045,2.7875293,9.75635255,12.54388185
K7 - VRF,EVAP.VRF-3910,LG,1,1,K7 - VRF,13483,3949.1707,,220,,Térreo - Lab. coleta ginecologista,R410A,AMBULATÓRIO,HMLMB,ASSISTENCIAL,25.66960955,3.9491707,13.82209745,17.77126815
K7 - VRF,EVAP.VRF-3911,LG,1,1,K7 - VRF,13483,3949.1707,,220,,Térreo - Lab. coleta geral,R410A,AMBULATÓRIO,HMLMB,ASSISTENCIAL,25.66960955,3.9491707,13.82209745,17.77126815
K7 - VRF,EVAP.VRF-3912,LG,1,1,K7 - VRF,13483,3949.1707,,220,,Térreo - Lab. descanso coleta,R410A,AMBULATÓRIO,HMLMB,ASSISTENCIAL,25.66960955,3.9491707,13.82209745,17.77126815
K7 - VRF,EVAP.VRF-3913,LG,1,1,K7 - VRF,9517,2787.5293,,220,,Térreo - Lab. coleta de sangue,R410A,AMBULATÓRIO,HMLMB,ASSISTENCIAL,18.11894045,2.7875293,9.75635255,12.54388185
K7 - VRF,EVAP.VRF-3914,LG,1,1,K7 - VRF,9517,2787.5293,,220,,Térreo - Fraldário,R410A,AMBULATÓRIO,HMLMB,ASSISTENCIAL,18.11894045,2.7875293,9.75635255,12.54388185
K7 - VRF,EVAP.VRF-3915,LG,1,1,K7 - VRF,9517,2787.5293,,220,,Térreo - Atendimento infantil,R410A,AMBULATÓRIO,HMLMB,ASSISTENCIAL,18.11894045,2.7875293,9.75635255,12.54388185
K7 - VRF,EVAP.VRF-3916,LG,1,1,K7 - VRF,13483,3949.1707,,220,,Térreo - Enfermagem prematuros,R410A,AMBULATÓRIO,HMLMB,ASSISTENCIAL,25.66960955,3.9491707,13.82209745,17.77126815
K7 - VRF,EVAP.VRF-3917,LG,1,1,K7 - VRF,13483,3949.1707,,220,,Térreo - Consultório de Neonatologia,R410A,AMBULATÓRIO,HMLMB,ASSISTENCIAL,25.66960955,3.9491707,13.82209745,17.77126815
K7 - VRF,EVAP.VRF-3918,LG,1,1,K7 - VRF,19035,5575.3515,,220,,Térreo - Sala de imunização,R410A,AMBULATÓRIO,HMLMB,ASSISTENCIAL,36.23978475,5.5753515,19.51373025,25.08908175
K7 - VRF,EVAP.VRF-3919,LG,1,1,K7 - VRF,9517,2787.5293,,220,,Térreo - Sala Eletrocardiograma,R410A,AMBULATÓRIO,HMLMB,ASSISTENCIAL,18.11894045,2.7875293,9.75635255,12.54388185
K7 - VRF,EVAP.VRF-3920,LG,1,1,K7 - VRF,9517,2787.5293,,220,,Térreo - Sala enfermagem,R410A,AMBULATÓRIO,HMLMB,ASSISTENCIAL,18.11894045,2.7875293,9.75635255,12.54388185
K7 - VRF,EVAP.VRF-3921,LG,1,1,K7 - VRF,13483,3949.1707,,220,,Térreo - Supervisão de enfermagem,R410A,AMBULATÓRIO,HMLMB,ASSISTENCIAL,25.66960955,3.9491707,13.82209745,17.77126815
K7 - VRF,EVAP.VRF-3922,LG,1,1,K7 - VRF,9517,2787.5293,,220,,Térreo - Psicologia / Nutrição,R410A,AMBULATÓRIO,HMLMB,ASSISTENCIAL,18.11894045,2.7875293,9.75635255,12.54388185
K7 - VRF,EVAP.VRF-3923,LG,1,1,K7 - VRF,9517,2787.5293,,220,,Térreo - Sala de serviço,R410A,AMBULATÓRIO,HMLMB,ASSISTENCIAL,18.11894045,2.7875293,9.75635255,12.54388185
K7 - VRF,EVAP.VRF-3924,LG,1,1,K7 - VRF,9517,2787.5293,,220,,Térreo - Triagem,R410A,AMBULATÓRIO,HMLMB,ASSISTENCIAL,18.11894045,2.7875293,9.75635255,12.54388185
K7 - VRF,EVAP.VRF-3925,LG,1,1,K7 - VRF,19035,5575.3515,,220,,Térreo - Sala de grupos,R410A,AMBULATÓRIO,HMLMB,ASSISTENCIAL,36.23978475,5.5753515,19.51373025,25.08908175
K7 - VRF,EVAP.VRF-3926,LG,1,1,K7 - VRF,9517,2787.5293,,220,,Térreo - Espera consultórios,R410A,AMBULATÓRIO,HMLMB,ASSISTENCIAL,18.11894045,2.7875293,9.75635255,12.54388185
K7 - VRF,EVAP.VRF-3927,LG,1,1,K7 - VRF,9517,2787.5293,,220,,Térreo - Espera consultórios,R410A,AMBULATÓRIO,HMLMB,ASSISTENCIAL,18.11894045,2.7875293,9.75635255,12.54388185
K7 - VRF,EVAP.VRF-3928,LG,1,1,K7 - VRF,9517,2787.5293,,220,,Térreo - Espera consultórios,R410A,AMBULATÓRIO,HMLMB,ASSISTENCIAL,18.11894045,2.7875293,9.75635255,12.54388185
K7 - VRF,EVAP.VRF-3929,LG,1,1,K7 - VRF,13483,3949.1707,,220,,Térreo - Sala de curativos,R410A,AMBULATÓRIO,HMLMB,ASSISTENCIAL,25.66960955,3.9491707,13.82209745,17.77126815
K7 - VRF,EVAP.VRF-3930,LG,1,1,K7 - VRF,9517,2787.5293,,220,,Térreo - Sala de medicação,R410A,AMBULATÓRIO,HMLMB,ASSISTENCIAL,18.11894045,2.7875293,9.75635255,12.54388185
K7 - VRF,EVAP.VRF-3931,LG,1,1,K7 - VRF,9517,2787.5293,,220,,Térreo - Sala Odontologia,R410A,AMBULATÓRIO,HMLMB,ASSISTENCIAL,18.11894045,2.7875293,9.75635255,12.54388185
K7 - VRF,EVAP.VRF-3932,LG,1,1,K7 - VRF,9517,2787.5293,,220,,Térreo - Assistência Social,R410A,AMBULATÓRIO,HMLMB,ASSISTENCIAL,18.11894045,2.7875293,9.75635255,12.54388185
K7 - VRF,EVAP.VRF-3933,LG,1,1,K7 - VRF,9517,2787.5293,,220,,Térreo - Consultório 1,R410A,AMBULATÓRIO,HMLMB,ASSISTENCIAL,18.11894045,2.7875293,9.75635255,12.54388185
K7 - VRF,EVAP.VRF-3934,LG,1,1,K7 - VRF,9517,2787.5293,,220,,Térreo - Consultório 2,R410A,AMBULATÓRIO,HMLMB,ASSISTENCIAL,18.11894045,2.7875293,9.75635255,12.54388185
K7 - VRF,EVAP.VRF-3935,LG,1,1,K7 - VRF,9517,2787.5293,,220,,Térreo - Consultório 3,R410A,AMBULATÓRIO,HMLMB,ASSISTENCIAL,18.11894045,2.7875293,9.75635255,12.54388185
K7 - VRF,EVAP.VRF-3936,LG,1,1,K7 - VRF,9517,2787.5293,,220,,Térreo - Consultório 4,R410A,AMBULATÓRIO,HMLMB,ASSISTENCIAL,18.11894045,2.7875293,9.75635255,12.54388185
K7 - VRF,EVAP.VRF-3937,LG,1,1,K7 - VRF,9517,2787.5293,,220,,Térreo - Consultório 5,R410A,AMBULATÓRIO,HMLMB,ASSISTENCIAL,18.11894045,2.7875293,9.75635255,12.54388185
K7 - VRF,EVAP.VRF-3938,LG,1,1,K7 - VRF,9517,2787.5293,,220,,Térreo - Consultório 6,R410A,AMBULATÓRIO,HMLMB,ASSISTENCIAL,18.11894045,2.7875293,9.75635255,12.54388185
K7 - VRF,EVAP.VRF-3939,LG,1,1,K7 - VRF,9517,2787.5293,,220,,Térreo - Consultório 7,R410A,AMBULATÓRIO,HMLMB,ASSISTENCIAL,18.11894045,2.7875293,9.75635255,12.54388185
K7 - VRF,EVAP.VRF-3940,LG,1,1,K7 - VRF,9517,2787.5293,,220,,Térreo - Consultório 8,R410A,AMBULATÓRIO,HMLMB,ASSISTENCIAL,18.11894045,2.7875293,9.75635255,12.54388185
K7 - VRF,EVAP.VRF-3941,LG,1,1,K7 - VRF,9517,2787.5293,,220,,Térreo - Consultório 9,R410A,AMBULATÓRIO,HMLMB,ASSISTENCIAL,18.11894045,2.7875293,9.75635255,12.54388185
K7 - VRF,EVAP.VRF-3942,LG,1,1,K7 - VRF,13483,3949.1707,,220,,1ª Andar - Setor A,R410A,AMBULATÓRIO,HMLMB,ASSISTENCIAL,25.66960955,3.9491707,13.82209745,17.77126815
K7 - VRF,EVAP.VRF-3943,LG,1,1,K7 - VRF,13483,3949.1707,,220,,1ª Andar - Setor A,R410A,AMBULATÓRIO,HMLMB,ASSISTENCIAL,25.66960955,3.9491707,13.82209745,17.77126815
K7 - VRF,EVAP.VRF-3944,LG,1,1,K7 - VRF,13483,3949.1707,,220,,1ª Andar - Setor A,R410A,AMBULATÓRIO,HMLMB,ASSISTENCIAL,25.66960955,3.9491707,13.82209745,17.77126815
K7 - VRF,EVAP.VRF-3945,LG,1,1,K7 - VRF,13483,3949.1707,,220,,1ª Andar - Setor A,R410A,AMBULATÓRIO,HMLMB,ASSISTENCIAL,25.66960955,3.9491707,13.82209745,17.77126815
K7 - VRF,EVAP.VRF-3946,LG,1,1,K7 - VRF,13483,3949.1707,,220,,1ª Andar - Recepção Setor C,R410A,AMBULATÓRIO,HMLMB,ASSISTENCIAL,25.66960955,3.9491707,13.82209745,17.77126815
K7 - VRF,EVAP.VRF-3947,LG,1,1,K7 - VRF,13483,3949.1707,,220,,1ª Andar - Recepção Setor C,R410A,AMBULATÓRIO,HMLMB,ASSISTENCIAL,25.66960955,3.9491707,13.82209745,17.77126815
K7 - VRF,EVAP.VRF-3948,LG,1,1,K7 - VRF,13483,3949.1707,,220,,1ª Andar - Recepção Setor C,R410A,AMBULATÓRIO,HMLMB,ASSISTENCIAL,25.66960955,3.9491707,13.82209745,17.77126815
K7 - VRF,EVAP.VRF-3949,LG,1,1,K7 - VRF,13483,3949.1707,,220,,1ª Andar - Centro de pesquisa,R410A,AMBULATÓRIO,HMLMB,ASSISTENCIAL,25.66960955,3.9491707,13.82209745,17.77126815
K7 - VRF,EVAP.VRF-3950,LG,1,1,K7 - VRF,13483,3949.1707,,220,,1ª Andar - Centro de Pesquisa,R410A,AMBULATÓRIO,HMLMB,ASSISTENCIAL,25.66960955,3.9491707,13.82209745,17.77126815
K7 - VRF,EVAP.VRF-3951,LG,1,1,K7 / VRF,9517,2787.5293,,220,,1ª Andar - Fisioterapia 1,R410A,AMBULATÓRIO,HMLMB,ASSISTENCIAL,18.11894045,2.7875293,9.75635255,12.54388185
K7 - VRF,EVAP.VRF-3952,LG,1,1,K7 - VRF,13483,3949.1707,,220,,1ª Andar - Fisioterapia 2,R410A,AMBULATÓRIO,HMLMB,ASSISTENCIAL,25.66960955,3.9491707,13.82209745,17.77126815
K7 - VRF,EVAP.VRF-3953,LG,1,1,K7 - VRF,13483,3949.1707,,220,,1ª Andar - Urodinâmica,R410A,AMBULATÓRIO,HMLMB,ASSISTENCIAL,25.66960955,3.9491707,13.82209745,17.77126815
K7 - VRF,EVAP.VRF-3954,LG,1,1,K7 - VRF,13483,3949.1707,,220,,1ª Andar - Urodinâmica,R410A,AMBULATÓRIO,HMLMB,ASSISTENCIAL,25.66960955,3.9491707,13.82209745,17.77126815
K7 - VRF,EVAP.VRF-3955,LG,1,1,K7 - VRF,19035,5575.3515,,220,,1ª Andar - Ultrassom 2,R410A,AMBULATÓRIO,HMLMB,ASSISTENCIAL,36.23978475,5.5753515,19.51373025,25.08908175
K7 - VRF,EVAP.VRF-3956,LG,1,1,K7 - VRF,19035,5575.3515,,220,,1ª Andar - Ultrassom 3,R410A,AMBULATÓRIO,HMLMB,ASSISTENCIAL,36.23978475,5.5753515,19.51373025,25.08908175
K7 - VRF,EVAP.VRF-3957,LG,1,1,K7 - VRF,19035,5575.3515,,220,,1ª Andar - Colposcopia,R410A,AMBULATÓRIO,HMLMB,ASSISTENCIAL,36.23978475,5.5753515,19.51373025,25.08908175
K7 - VRF,EVAP.VRF-3958,LG,1,1,K7 - VRF,19035,5575.3515,,220,,1ª Andar - Colposcopia,R410A,AMBULATÓRIO,HMLMB,ASSISTENCIAL,36.23978475,5.5753515,19.51373025,25.08908175
K7 - VRF,EVAP.VRF-3959,LG,1,1,K7 - VRF,9517,2787.5293,,220,,1ª Andar - Setor D,R410A,AMBULATÓRIO,HMLMB,ASSISTENCIAL,18.11894045,2.7875293,9.75635255,12.54388185
K7 - VRF,EVAP.VRF-3960,LG,1,1,K7 - VRF,9517,2787.5293,,220,,1ª Andar - Centro de pesquisa armazém/refrigeração,R410A,AMBULATÓRIO,HMLMB,ASSISTENCIAL,18.11894045,2.7875293,9.75635255,12.54388185
K7 - VRF,EVAP.VRF-3961,LG,1,1,K7 - VRF,9517,2787.5293,,220,,1ª Andar - Centro de pesquisa 1,R410A,AMBULATÓRIO,HMLMB,ASSISTENCIAL,18.11894045,2.7875293,9.75635255,12.54388185
K7 - VRF,EVAP.VRF-3962,LG,1,1,K7 - VRF,9517,2787.5293,,220,,1ª Andar - Centro de pesquisa 2,R410A,AMBULATÓRIO,HMLMB,ASSISTENCIAL,18.11894045,2.7875293,9.75635255,12.54388185
K7 - VRF,EVAP.VRF-3963,LG,1,1,K7 - VRF,9035,2646.3515,,220,,1ª Andar - Sala de revelação 1,R410A,AMBULATÓRIO,HMLMB,ASSISTENCIAL,17.20128475,2.6463515,9.26223025,11.90858175
K7 - VRF,EVAP.VRF-3964,LG,1,1,K7 - VRF,19035,5575.3515,,220,,1ª Andar - Sala de revelação 2,R410A,AMBULATÓRIO,HMLMB,ASSISTENCIAL,36.23978475,5.5753515,19.51373025,25.08908175
K7 - VRF,EVAP.VRF-3965,LG,1,1,K7 - VRF,19035,5575.3515,,220,,1ª Andar - Sala de revelação 3,R410A,AMBULATÓRIO,HMLMB,ASSISTENCIAL,36.23978475,5.5753515,19.51373025,25.08908175
K7 - VRF,EVAP.VRF-3966,LG,1,1,K7 - VRF,9517,2787.5293,,220,,1ª Andar - Diretoria Médica,R410A,AMBULATÓRIO,HMLMB,ASSISTENCIAL,18.11894045,2.7875293,9.75635255,12.54388185
K7 - VRF,EVAP.VRF-3967,LG,1,1,K7 - VRF,9517,2787.5293,,220,,1ª Andar - Recepção 1,R410A,AMBULATÓRIO,HMLMB,ASSISTENCIAL,18.11894045,2.7875293,9.75635255,12.54388185
K7 - VRF,EVAP.VRF-3968,LG,1,1,K7 - VRF,19035,5575.3515,,220,,1ª Andar - Cardiotocografia,R410A,AMBULATÓRIO,HMLMB,ASSISTENCIAL,36.23978475,5.5753515,19.51373025,25.08908175
K7 - VRF,EVAP.VRF-3969,LG,1,1,K7 - VRF,19035,5575.3515,,220,,1ª Andar - Ultrassom 1,R410A,AMBULATÓRIO,HMLMB,ASSISTENCIAL,36.23978475,5.5753515,19.51373025,25.08908175
K7 - VRF,EVAP.VRF-3970,LG,1,1,K7 - VRF,9517,2787.5293,,220,,1ª Andar - SEESMT 1,R410A,AMBULATÓRIO,HMLMB,ASSISTENCIAL,18.11894045,2.7875293,9.75635255,12.54388185
K7 - VRF,EVAP.VRF-3971,LG,1,1,K7 - VRF,19035,5575.3515,,220,,1ª Andar - SEESMT 2,R410A,AMBULATÓRIO,HMLMB,ASSISTENCIAL,36.23978475,5.5753515,19.51373025,25.08908175
K7 - VRF,EVAP.VRF-3972,LG,1,1,K7 - VRF,19035,5575.3515,,220,,1ª Andar - SEESMT 3,R410A,AMBULATÓRIO,HMLMB,ASSISTENCIAL,36.23978475,5.5753515,19.51373025,25.08908175
K7 - VRF,EVAP.VRF-3973,LG,1,1,K7 - VRF,9517,2787.5293,,220,,1ª Andar - Diretoria de Enfermagem,R410A,AMBULATÓRIO,HMLMB,ASSISTENCIAL,18.11894045,2.7875293,9.75635255,12.54388185
K7 - VRF,EVAP.VRF-3974,LG,1,1,K7 - VRF,9517,2787.5293,,220,,1ª Andar - Centro de pesquisa monitoria,R410A,AMBULATÓRIO,HMLMB,ASSISTENCIAL,18.11894045,2.7875293,9.75635255,12.54388185
K7 - VRF,EVAP.VRF-3975,LG,1,1,K7 - VRF,9517,2787.5293,,220,,1ª Andar - Recepção centro cirúrgico,R410A,AMBULATÓRIO,HMLMB,ASSISTENCIAL,18.11894045,2.7875293,9.75635255,12.54388185
K7 - VRF,EVAP.VRF-3976,LG,1,1,K7 - VRF,13483,3949.1707,,220,,2ª Andar - Recepção,R410A,AMBULATÓRIO,HMLMB,ASSISTENCIAL,25.66960955,3.9491707,13.82209745,17.77126815
K7 - VRF,EVAP.VRF-3977,LG,1,1,K7 - VRF,13483,3949.1707,,220,,2ª Andar - Hall Setor A 1,R410A,AMBULATÓRIO,HMLMB,ASSISTENCIAL,25.66960955,3.9491707,13.82209745,17.77126815
K7 - VRF,EVAP.VRF-3978,LG,1,1,K7 - VRF,13483,3949.1707,,220,,2ª Andar - Hall Setor A 2,R410A,AMBULATÓRIO,HMLMB,ASSISTENCIAL,25.66960955,3.9491707,13.82209745,17.77126815
K7 - VRF,EVAP.VRF-3979,LG,1,1,K7 - VRF,13483,3949.1707,,220,,2ª Andar - Hall Setor A 3,R410A,AMBULATÓRIO,HMLMB,ASSISTENCIAL,25.66960955,3.9491707,13.82209745,17.77126815
K7 - VRF,EVAP.VRF-3980,LG,1,1,K7 - VRF,13483,3949.1707,,220,,2ª Andar - Hall Setor A 4,R410A,AMBULATÓRIO,HMLMB,ASSISTENCIAL,25.66960955,3.9491707,13.82209745,17.77126815
K7 - VRF,EVAP.VRF-3981,LG,1,1,K7 - VRF,13483,3949.1707,,220,,2ª Andar - Hall Setor A 5,R410A,AMBULATÓRIO,HMLMB,ASSISTENCIAL,25.66960955,3.9491707,13.82209745,17.77126815
K7 - VRF,EVAP.VRF-3982,LG,1,1,K7 - VRF,13483,3949.1707,,220,,2ª Andar - Hall Setor A 6,R410A,AMBULATÓRIO,HMLMB,ASSISTENCIAL,25.66960955,3.9491707,13.82209745,17.77126815
K7 - VRF,EVAP.VRF-3983,LG,1,1,K7 - VRF,19035,5575.3515,,220,,2ª Andar - Sala de reuniões,R410A,AMBULATÓRIO,HMLMB,ASSISTENCIAL,36.23978475,5.5753515,19.51373025,25.08908175
K7 - VRF,EVAP.VRF-3984,LG,1,1,K7 - VRF,19035,5575.3515,,220,,2ª Andar - Sala de reuniões,R410A,AMBULATÓRIO,HMLMB,ASSISTENCIAL,36.23978475,5.5753515,19.51373025,25.08908175
K7 - VRF,EVAP.VRF-3985,LG,1,1,K7 - VRF,19035,5575.3515,,220,,2ª Andar - Teleconferência,R410A,AMBULATÓRIO,HMLMB,ASSISTENCIAL,36.23978475,5.5753515,19.51373025,25.08908175
K7 - VRF,EVAP.VRF-3986,LG,1,1,K7 - VRF,19035,5575.3515,,220,,2ª ANDAR - Teleconferência,R410A,AMBULATÓRIO,HMLMB,ASSISTENCIAL,36.23978475,5.5753515,19.51373025,25.08908175
K7 - VRF,EVAP.VRF-3987,LG,1,1,K7 - VRF,19035,5575.3515,,220,,2ª Andar - Sala de aula 1,R410A,AMBULATÓRIO,HMLMB,ASSISTENCIAL,36.23978475,5.5753515,19.51373025,25.08908175
K7 - VRF,EVAP.VRF-3988,LG,1,1,K7 - VRF,19035,5575.3515,,220,,2ª Andar - Sala de aula 1,R410A,AMBULATÓRIO,HMLMB,ASSISTENCIAL,36.23978475,5.5753515,19.51373025,25.08908175
K7 - VRF,EVAP.VRF-3989,LG,1,1,K7 - VRF,19035,5575.3515,,220,,2ª Andar - Sala de aula 2,R410A,AMBULATÓRIO,HMLMB,ASSISTENCIAL,36.23978475,5.5753515,19.51373025,25.08908175
K7 - VRF,EVAP.VRF-3990,LG,1,1,K7 - VRF,19035,5575.3515,,220,,2ª Andar - Sala de aula 2,R410A,AMBULATÓRIO,HMLMB,ASSISTENCIAL,36.23978475,5.5753515,19.51373025,25.08908175
K7 - VRF,EVAP.VRF-3991,LG,1,1,K7 - VRF,9517,2787.5293,,220,,2ª Andar - Habilidade 1,R410A,AMBULATÓRIO,HMLMB,ASSISTENCIAL,18.11894045,2.7875293,9.75635255,12.54388185
K7 - VRF,EVAP.VRF-3992,LG,1,1,K7 - VRF,9517,2787.5293,,220,,2ª Andar - Habilidade 2,R410A,AMBULATÓRIO,HMLMB,ASSISTENCIAL,18.11894045,2.7875293,9.75635255,12.54388185
K7 - VRF,EVAP.VRF-3993,LG,1,1,K7 - VRF,9517,2787.5293,,220,,2ª Andar - Habilidade 3,R410A,AMBULATÓRIO,HMLMB,ASSISTENCIAL,18.11894045,2.7875293,9.75635255,12.54388185
K7 - VRF,EVAP.VRF-3994,LG,1,1,K7 - VRF,19035,5575.3515,,220,,2ª Andar - Observação,R410A,AMBULATÓRIO,HMLMB,ASSISTENCIAL,36.23978475,5.5753515,19.51373025,25.08908175
K7 - VRF,EVAP.VRF-3995,LG,1,1,K7 - VRF,19035,5575.3515,,220,,2ª Andar - Observação,R410A,AMBULATÓRIO,HMLMB,ASSISTENCIAL,36.23978475,5.5753515,19.51373025,25.08908175
K7 - VRF,EVAP.VRF-3996,LG,1,1,K7 - VRF,9517,2787.5293,,220,,2ª Andar - Sala Dinâmica,R410A,AMBULATÓRIO,HMLMB,ASSISTENCIAL,18.11894045,2.7875293,9.75635255,12.54388185
K7 - VRF,EVAP.VRF-3997,LG,1,1,K7 - VRF,9517,2787.5293,,220,,2ª Andar - Sala dinâmica,R410A,AMBULATÓRIO,HMLMB,ASSISTENCIAL,18.11894045,2.7875293,9.75635255,12.54388185
K7 - VRF,EVAP.VRF-3998,LG,1,1,K7 - VRF,9517,2787.5293,,220,,2ª Andar - Copa,R410A,AMBULATÓRIO,HMLMB,ASSISTENCIAL,18.11894045,2.7875293,9.75635255,12.54388185
K7 - VRF,EVAP.VRF-3999,LG,1,1,HIWALL - VRF,24230,7096.967,,220,,Térreo - Sala Técnica Elétrica,R410A,AMBULATÓRIO,HMLMB,ASSISTENCIAL,46.1302855,7.096967,24.8393845,31.9363515
K7 - VRF,EVAP.VRF-4000,LG,1,1,K7 - VRF,13483,3949.1707,,220,,Térreo - recepção vacina,R410A,AMBULATÓRIO,HMLMB,ASSISTENCIAL,25.66960955,3.9491707,13.82209745,17.77126815
K7 - VRF,EVAP.VRF-4001,LG,1,1,K7 - VRF,13483,3949.1707,,220,,Térreo - Call Center,R410A,AMBULATÓRIO,HMLMB,ASSISTENCIAL,25.66960955,3.9491707,13.82209745,17.77126815
K7 - VRF,EVAP.VRF-4002,LG,1,1,K7 - VRF,9517,2787.5293,,220,,1ª Andar - Centro de pesquisa adm.,R410A,AMBULATÓRIO,HMLMB,ASSISTENCIAL,18.11894045,2.7875293,9.75635255,12.54388185
K7 - VRF,EVAP.VRF-4007,LG,1,1,VRF,55000,16109.5,,220,,2ª andar - Biblioteca,R410A,AMBULATÓRIO,HMLMB,ASSISTENCIAL,104.71175,16.1095,56.38325,72.49275
K7 - VRF,EVAP.VRF-4375,LG,1,1,K7 - VRF,9517,2787.5293,,220,,1ª andar - Centro cirúrgico - DML,R410A,AMBULATÓRIO,HMLMB,ASSISTENCIAL,18.11894045,2.7875293,9.75635255,12.54388185
K7 - VRF,EVAP.VRF-4376,LG,1,1,K7 - VRF,9517,2787.5293,,220,,Térreo - HALL recepção - Dentro do forro,R410A,AMBULATÓRIO,HMLMB,ASSISTENCIAL,18.11894045,2.7875293,9.75635255,12.54388185
fancoil,FC-112,TROX,1,0,TKM - 93,180000,52722,,220,,2º andar,NA,UTI ADULTO,HMLMB,ASSISTENCIAL,342.693,52.722,184.527,237.249
fancoil,FC-113,TROX,1,0,TKM - 116,180000,52722,,220,,3º andar,NA,UTI NEONATAL,HMLMB,ASSISTENCIAL,342.693,52.722,184.527,237.249
fancoil,FC-114,TROX,1,0,TKM - 19,36000,10544.4,,220,,Sala 04,NA,CENTRO CIRURGICO,HMLMB,ASSISTENCIAL,68.5386,10.5444,36.9054,47.4498
fancoil,FC-115,TROX,1,0,TKM - 19,24000,7029.6,,220,,Sala 03,NA,CENTRO CIRURGICO,HMLMB,ASSISTENCIAL,45.6924,7.0296,24.6036,31.6332
fancoil,FC-116,TROX,1,0,TKM - 19,24000,7029.6,,220,,Sala 02,NA,CENTRO CIRURGICO,HMLMB,ASSISTENCIAL,45.6924,7.0296,24.6036,31.6332
fancoil,FC-117,TROX,1,0,TKM - 19,24000,7029.6,,220,,Sala 01,NA,CENTRO CIRURGICO,HMLMB,ASSISTENCIAL,45.6924,7.0296,24.6036,31.6332
fancoil,FC-118,TROX,1,0,TKM - 19,12000,3514.8,,220,,Corredor,NA,CENTRO CIRURGICO,HMLMB,ASSISTENCIAL,22.8462,3.5148,12.3018,15.8166
fancoil,FC-119,TROX,1,0,TKM - 47,180000,52722,,220,,Berçario,NA,C.I / BERÇÁRIO,HMLMB,ASSISTENCIAL,342.693,52.722,184.527,237.249
fancoil,FC-120,TROX,1,0,TKM - 116/,180000,52722,,220,,Corredor Berçario,NA,C.I / BERÇÁRIO,HMLMB,ASSISTENCIAL,342.693,52.722,184.527,237.249
self-contained,SELF-651,CARRIER,1,0,Evap.40MSCO60TCR / Cond.38CQDO6053SMC,60000,17574,,220,,Sala 01, R22,CENTRO OBSTETRICO,HMLMB,ASSISTENCIAL,114.231,21.9675,73.8108,95.7783
self-contained,SELF-653,CARRIER,1,0,Evap. 40MSCO60TCR / Cond. 38CQDO6053SMC,60000,17574,,220,,Sala 02, R22,CENTRO OBSTETRICO,HMLMB,ASSISTENCIAL,114.231,21.9675,73.8108,95.7783
self-contained,SELF-654,CARRIER,1,0,Evap. 40MSCO60TCR / Cond. 38CQDO6053SMC,60000,17574,,220,,Sala 03, R22,CENTRO OBSTETRICO,HMLMB,ASSISTENCIAL,114.231,21.9675,73.8108,95.7783
